Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
83,SE 32-3-7,1177.0 to 1177.9,4296.02,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,,
83,SW 33-3-7,1178.0 to 1178.6,4297,Soils - Rutting and Admixing,Severe admixing on construction right-of-way. No rutting observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83,SW 33-3-7,1178.0 to 1178.6,4297,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
83,SW 33-3-7,1178.0 to 1178.6,4297,Landscape - Coarse Fragments,Issue reported by construction contractor.,Increased stoniness observed on construction right-of-way compared to off construction right-of-way during ground reconnaissance.,Course fragments repaired in 2010.,Unresolved,Hand-pick stones and monitor in 2012.,,,
83,NE 28-3-7,1178.8 to 1179.7,4299,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
83,NW 27-3-7,1179.7 to 1179.85,4300,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Health: Healthy with problems (68%).  Weeds: creeping thistle Undesirable species dominant on construction right-of-way Riparian: woody vegetation removed,"Health: Healthy (91%) No baseline assessment was completed, however, this wetland is determined to be Resolved because the post-construction health ranking was in the optimal Healthy category",Removal of burdock plant from east edge of wetland.,Resolved,None.,,,
83,NW 27-3-7,1179.7 to 1180.6,4300,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired by landowner in 2010.,Resolved,None.,,,
83 (cont’d),NW 27-3-7 (cont’d),1179.8,4300,Vegetation - Weeds,"Moderate to high of density white cockle, perennial sow-thistle, common burdock, narrow-leaved hawk’s-beard, field dock and false ragweed on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83,NE 23-3-7,1182.5 to 1183.3,4307,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
83,NE 23-3-7,1182.5 to 1183.3,4307,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired by landowner in 2010.,Resolved,None.,,,
83,NW 24-3-7,1183.3 to 1184.2,4308 4308.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
83,NW 24-3-7,1183.3 to 1184.2,4308 4308.01,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired by landowner in 2010.,Resolved,None.,,,
83,SE 24-3-7,1184.5 to 1185.2,4309.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,,
83,SE 24-3-7,1184.9 to 1185.15,4309.01,Soils - Previous Admixing,Moderate admixing on trench line and north work side on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83,SE 24-3-7,1184.9 to 1185.15,4309.01,Soils - Compaction,Moderate compaction on trench line and north work side observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83,SW 19-3-6,1185.2 to 1186.0,4310,Soils - Admixing,Moderate admixing on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83,SW 19-3-6,1185.2 to 1186.0,4310,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83,SW 19-3-6,1186.0,4310,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,,
83,SE 19-3-6,1186.1 to 1186.45,4311,Vegetation - Weeds,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Weeds sprayed in 2010.,Resolved,None.,,,
83,SE 19-3-6,1186.1 to 1186.45,4311,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
83,SE 19-3-6,1186.3,4311,TTopography – Slopes Soils - Water Erosion Water Quality and Quantity hornhill Coulee,Poor vegetation establishment on the west slope of crossing. Matting on the west slope pulling away to reveal bare areas. Banks are well vegetated.,Moderate vegetation establishment observed on east approach slope during ground reconnaissance.,Silt fence removed in summer 2011.,Unresolved,Monitor grass growth in 2012.,,,
83,NE 18-3-6,1186.45,4312,Soils - Admixing,A 50 m x 50 m area on the top of the slope is not seeded and moderate admixing observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
83 to 84,NW 17-3-6,1187.27 to 1187.45,4313,Topography - Slopes Soils - Water Erosion,Moderate rill and gully erosion on both banks of the crossing. Southeast bank has severely eroded on construction right-of-way.,Gully erosion on southeast slope observed on construction right-of-way during ground reconnaissance.,Erosion repaired in 2010.,Unresolved,Repair erosion and monitor in 2012.,,,
83 to 84,NW 17-3-6,1187.27 to 1187.45,4313,Vegetation - Weeds,Moderate density of stinkweed and creeping thistle observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SE 17-3-6,1188.4 to 1188.9,4314.01,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SE 17-3-6,1188.6 and 1188.8,4314.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SE 17-3-6,1188.6 to 1188.85,4314.01,Soils - Topsoil Loss,Shallow topsoil observed on construction right-of-way.,Shallow topsoil observed on construction right-of-way during ground reconnaissance.,--,Unresolved,"Source and add clean topsoil to address shallow topsoil in 2012, if warranted. Monitor in 2012.",,,
84,SW 16-3-6,1189.1 to 1189.3,4315,Soils - Compaction,Minor compaction observed on north work side on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SE 16-3-6,1189.8 to 1190.3,4316,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
84,SE 16-3-6,1190.0 to 1190.2,4316,Soils - Admixing,Moderate admixing on trench line and north work side on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SE 16-3-6,1190.0 to 1190.2,4316,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,NW 1-3-6,1194.45 to 1195.3,4325,Vegetation - Weeds,"High density of nodding thistle, foxtail barley, spear-leaved goosefoot, creeping thistle, false ragweed and shepherd’s purse on construction right-of-way.",Moderate density of foxtail barley and field dock observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,,
84,NE 1-3-6,1195.3 to 1196.1,4325.01 4326.02,Land and Resource Use - Urban Construction Area Vegetation - Weeds,"Moderate density of stinkweed, foxtail barley and spear-leaved goosefoot on construction right-of-way.",Moderate density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,,
84,NE 1-3-6,1195.7,4326.02,Vegetation – Establishment,Issue reported by construction contractor.,Poor vegetation establishment observed near dugout on construction right-of-way during ground reconnaissance.,--,Unresolved,Reseed and monitor in 2012.,,,
84,NW 6-3-5,1196.1 to 1196.6,4327,Land and Resource Use - Urban Construction Area Vegetation - Weeds,"High density of leafy spurge, stinkweed and creeping thistle on construction right-of-way.",Moderate density of creeping thistle and absinthe observed on west slope on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,,
84,NW 6-3-5,1196.3,4327,Soils - Erosion,--,Rill erosion observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Repair erosion and monitor in 2012.,,,
84,SW 6-3-5,1196.7 to 1197,4327.01 4327.02 4327.023,Land and Resource Use - Urban Construction Area Vegetation - Weeds,"Moderate density of stinkweed, leafy spurge and sweet clover on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SW 6-3-5,1196.7,4327.01,DTopography – Slopes Soils - Water Erosion Water Quality and Quantity eadhorse Creek,West approach slope appears unstable on construction right-of-way.,Area of poor vegetation establishment on west bank observed on construction right-of-way during ground reconnaissance.,"Slopes repaired, protected and reseeded in fall 2011.",Unresolved,Monitor in 2012.,,,
84,SW 6-3-5,1196.7,4327.01,DVegetation - Weeds eadhorse Creek,Moderate density of leafy spurge observed on and off construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,SE 6-3-5,1197.0 to 1198.0,4328.01,Land and Resource Use - Urban Construction Area Vegetation - Weeds,"High density of perennial sow-thistle, green foxtail, white cockle, false ragweed, spear-leaved goosefoot, lamb’s-quarters and wild buckwheat on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,NE 31-2-5,1198.0 to 1198.3,4329 4329.01,Land and Resource Use - Urban Construction Area Vegetation - Weeds,"Moderate to high density of nodding thistle, dandelion, green foxtail, creeping thistle, perennial sow-thistle and foxtail barley on construction right-of-way.","Moderate density of creeping thistle, perennial sow-thistle and narrow-leaved hawk's-beard observed on construction right-of-way during ground reconnaissance.",Reseeded in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,,
84,NW 32-2-5,1198.3 to 1199.2,4330,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84,NW 32-2-5,1198.4 to 1198.5,4330,Soils - Drainage,--,Poor drainage observed on construction right-of-way during ground reconnaissance. Landowner concerned with excess seepage on construction right-of-way due to construction resulting in greater than normal soft areas and wetness.,--,Unresolved,Restore drainage patterns and monitor in 2012.,,,
84,NW 32-2-5,1198.4 to 1198.5,4330,Soils - Compaction,--,Moderate compaction observed on construction right-of-way by landowner.,--,Unresolved,"Alleviate compaction, if warranted, and monitor in 2012.",,,
84 (cont’d),NW 32-2-5 (cont’d),1198.5,4330,Vegetation - Weeds,"Moderate density of redroot pigweed, false ragweed, dandelion, spear-leaved goosefoot, green foxtail and lamb’s-quarters on construction right-of-way.",Moderate density foxtail barley observed on construction right-of-way during ground reconnaissance.,Weeds sprayed in fall 2011.,Unresolved,Monitor in 2012.,,,
84 (cont’d),NW 32-2-5 (cont’d),1198.9,4330,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Reseed and monitor grass growth in 2012.,,,
84 (cont’d),NW 32-2-5 (cont’d),1198.9,4330,Soils- Topsoil Loss,Topsoil loss observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
84 (cont’d),NW 32-2-5 (cont’d),1199.2,4330,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
84,SW 33-2-5,1200.6 to 1201.0,4333,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired in 2010.,Resolved,None.,,,
84,SW 33-2-5,1200.6 to 1201.0,4333,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
84,SW 33-2-5,1200.3 to 1200.4,4333.01,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired in 2010.,Resolved,None.,,,
84,SE 33-2-5,1201.1,4334,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
84,SE 33-2-5,1201.6 to 1201.85,4335,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,SW 34-2-5,1201.85 to 1202.1,4336 4336.01,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
85,SW 34-2-5,1201.85 to 1202.1,4336 4336.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,NW 27-2-5,1202.1 to 1202.9,4337,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 27-2-5,1202.7 to 1203.6,4338 4339,Vegetation - Weeds,"High density of spear-leaved goosefoot, lamb’s-quarters, kochia and redroot pigweed on construction right-of-way. No scentless chamomile was observed on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 27-2-5,1202.7 to 1203.6,4338 4339,Soils - Compaction,Moderate compaction on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85 (cont’d),NE 27-2-5 (cont’d),1202.7 to 1203.6 (cont’d),4338 4339 (cont’d),Soils - Admixing,Moderate admixing on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85 (cont’d),NE 27-2-5 (cont’d),1202.7 to 1203.7,4339,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
85 (cont’d),NE 27-2-5 (cont’d),1203.65,4339,Soils - Admixing,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Admixing repaired in 2010.,Resolved,None.,,,
85,NW 26-2-5,1203.7 to 1204.2,4340,Land and Resource Use - organic farm Vegetation - Weeds,"High density of dandelion, perennial sow-thistle, lamb’s-quarters, redroot pigweed, field dock, kochia, creeping thistle, wild buckwheat and foxtail barley on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 26-2-5,1203.7 to 1204.2,4340,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,SW 26-2-5,1204.2 to 1204.6,4340.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,SE 26-2-5,1204.6,4342,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,SE 26-2-5,1205.5,4343,USoils - Erosion Water Quality and Quantity nnamed Drainage,Poor vegetation establishment and minor rill erosion on both approach slopes on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,SE 26-2-5,1205.2 to 1205.5,4343,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,SW 25-2-8,1205.5 to 1206.3,4344,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,NE 24-2-5,1206.5,4347,USoils – Erosion Water Quality and Quantity nnamed Drainage,Poor vegetation establishment and minor rill erosion on both banks.,Repairs being conducted at time of survey.,--,Unresolved,Monitor grass growth and bank stability in 2012.,,,
85,NE 24-2-5,1206.5 to 1207.2,4347,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 19-2-4,1207.6 to 1208.0,4349,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 19-2-4,1207.9,4349,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 20-2-4,1209.3,4352.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,SE 20-2-4,1209.8 to 1210.7,4356,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,SW 21-2-4,1210.7 to 1211.0,4357,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,,
85,NW 16-2-4,1211.1,4358,HSoils - Water Erosion Vegetation – Weeds Water Quality and Quantity espeler Creek,"Moderate density of green foxtail, field dock, creeping thistle, foxtail barley and perennial sow-thistle on southeast bank. No erosion issues observed on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 16-2-4,1211.25,4360,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,NW 16-2-4,1211.2 to 1211.4,4360,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired by landowner in 2010.,Resolved,None.,,,
85,NW 16-2-4,1211.4 to 1211.6,4361,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 16-2-4,1211.6 to 1211.7,4361.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 16-2-4,1211.7 to 1212.5,4362,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 16-2-4,1212.5,4362,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,NE 16-2-4,1211.7 to 1212.6,4362 4363,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 16-2-4,1212.5 to 1212.6,4363,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,,
85,NW 15-2-4,1212.6 to 1213.0,4364,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 15-2-4,1212.6 to 1213.0,4364,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85,SE 15-2-4,1214.3,4369,Soils - Heaving,Moderate admixing on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85 (cont’d),SE 15-2-4 (cont’d),1214.3 (cont’d),4369 (cont’d),Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85 (cont’d),SE 15-2-4 (cont’d),1214.3 (cont’d),4369 (cont’d),Vegetation - Weeds,"High density lamb’s-quarters, kochia, spear-leaved goosefoot, creeping thistle, perennial sow-thistle, Russian thistle, redroot pigweed and prostrate pigweed observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85 (cont’d),SE 15-2-4 (cont’d),1214.0 to 1214.4,4369,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,SW 14-2-4,1214.7 to 1215.0,4370,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NW 11-2-4,1215.1 to 1215.3,4371,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,,
85,NE 11-2-4,1215.3 to 1216.2,4372,"Vegetation – Weeds Land and Resource Use - Side-roll Irrigated Land, organic farm, Drain Tile","Moderate density redroot pigweed, lamb’s-quarters, spear-leaved goosefoot and field dock on construction right-of-way. No alteration of drainage patterns observed on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 11-2-4,1215.3 to 1216.2,4372,Soils - Admixing,Moderate admixing observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85,NE 11-2-4,1215.3 to 1216.2,4372,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
85 to 86,NE 11-2-4 to NW 12-2-4,1215.3 to 1217.0,4372 to 4375,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
85 to 86,NW 12-2-4,1216.2 to 1217.0,4375,"Vegetation – Weeds Land and Resource Use - Pivot Irrigated Land, organic farm, Drain Tile","Moderate density of false ragweed, lamb’s-quarters and wild buckwheat on construction right-of-way. No alteration of drainage patterns on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SW 12-2-4,1217.0 to 1217.1,4378,"Vegetation – Weeds Land and Resource Use - Pivot Irrigated Land, organic farm, Drain Tile","High density of false ragweed, redroot pigweed, field dock, green smartweed, lamb’s-quarters and absinthe on construction right-of-way. No alteration of drainage patterns on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SE 12-2-4,1217.1 to 1217.4,4379 4379.01 4379.02,"Vegetation – Weeds Land and Resource Use - Side-roll Irrigated Land, organic farm, Drain Tile","High density of lamb’s-quarters, kochia, spear-leaved goosefoot, false ragweed, perennial sow-thistle and field dock on construction right-of-way. No alteration of drainage patterns on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SE 12-2-4,1217.1 to 1218.0,4380,Soils - Subsidence,Issue reported by construction contractor.,Land access not granted by landowner at time of survey. Landowner did not want disease spread through seed potatoes.,--,Unresolved,Monitor in 2012.,,,
86,SE 12-2-4,1217.55 to 1218.0,4380,Soils - Admixing,Severe admixing on construction right-of-way.,Land access not granted by landowner at time of survey. Landowner did not want disease spread through seed potatoes.,--,Unresolved,Monitor in 2012.,,,
86,SW 7-2-3,1218.0 to 1218.6,4381 4382 4382.01,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SW 7-2-3,1218.0 to 1218.6,4381 4382 4382.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
86,NE 6-2-3,1219.0 to 1219.8,4385 4385.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NW 5-2-3,1219.8 to 1220.6,4386 4387,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NW 5-2-3,1219.8 to 1220.6,4386 4387,Soils - Admixing,Moderate admixing observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NW 5-2-3,1219.8 to 1220.7,4386 4387,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
86,NW 5-2-3,1220.1,4386,RSoils - Water Erosion Water Quality and Quantity osenheim Drain,Poor vegetation establishment on both banks at construction right-of-way crossing.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,,
86,NW 5-2-3,1220.1,4386,RVegetation – Weeds osenheim Drain,"High density of spear-leaved goosefoot, leafy spurge, common plantain, field dock and creeping thistle observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NW 5-2-3,1220.4 to 1220.6,4387,Soils - Shallow Topsoil and Admixing,Minor admixing observed on construction right-of-way. No topsoil loss observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SE 5-2-3,1221.3 to 1221.5,4390,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
86,SW 4-2-3,1221.5 to 1222.1,4391,Soils - Topsoil Loss,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SW 4-2-3,1221.5 to 1222.1,4391,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SW 4-2-3,1222.1 to 1222.5,4391.01,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,SE 4-2-3,1222.5 to 1223.0,4392,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NE 33-1-3,1223.0 to 1223.3,4394,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NW 34-1-3,1223.4 to 1224.3,4395 4396,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
86,NE 34-1-3,1224.3 to 1224.4,4397,BTopography - Unnatural Contours Soils - Water Erosion Water Quality and Quantity uffalo Drain,Unstable soils and slumping at both banks on construction right-of-way.,"Repair work completed in July 2011, however, land access not granted by landowner at the time of ground reconnaissance. Landowner did not want disease spread through seed potatoes.",Banks reshaped and reseeded in summer 2011.,Unresolved,Monitor in 2012.,,,
86,NE 34-1-3,1224.3 to 1224.4,4397,BVegetation – Weeds uffalo Drain,"Moderate density creeping thistle, lamb’s-quarters, false ragweed, field dock and kochia observed on construction right-of-way during ground reconnaissance.","Repair work completed in July 2011, however, land access not granted by landowner at the time of ground reconnaissance. Landowner did not want disease spread through seed potatoes.",--,Unresolved,Monitor in 2012.,,,
86,NE 34-1-3,1224.3 to 1224.9,4397,Soils - Subsidence,Issue reported by construction contractor.,Land access not granted at time of survey. Landowner did not want disease spread through seed potatoes.,Subsidence repaired in 2010.,Unresolved,Monitor in 2012.,,,
86,SE 34-1-3,1224.9 to 1225.2,4398,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,,
86,SW 35-1-3,1225.2 to 1225.7,4399,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,,
