Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
63,SE 32-12-2,880.4,3323,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of false ragweed and foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,SW 33-12-2,881.1 to 881.2,3324,Vegetation - Weeds,--,Moderate density of common burdock and creeping thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,SW 33-12-2,881.3 to 881.5,3324,USoils – Wind and Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired in summer 2011.,Resolved,None.,,W2M,
63,SW 33-12-2,882.0,3324,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of false ragweed and foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,NE 28-12-2,882.9,3326,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,N1/2 27-12-2,882.9 to 883.8,3327  3328,Soils – Wind Erosion Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,NW 27-12-2,883.19 to 883.50,3327,Wetland Class Overall: V Wetland Class on construction right-of-way: V 2008 Health: Healthy with Problems (61%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (88%).,--,Resolved,None.,,W2M,
63,NE 27-12-2,883.8 to 884.4,3328,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,SE 27-12-2,884.4 to 884.6,3329.01 3329.02,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Unable to assess due to wet conditions at time of survey.,--,Unresolved,Monitor in 2012.,,W2M,
63,SE 27-12-2,884.4 to 884.6,3329.01 3329.02,Soils – Wind Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,Unable to assess due to wet conditions at time of survey.,--,Unresolved,Monitor in 2012.,,W2M,
63,SE 27-12-2,884.62 to 884.72,3329/ 3329.01/ 3329.02,Wetland Class Overall: V Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (60%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: No health assessment completed due to flooded status of wetland during 2011,--,Unresolved,Monitor in 2012.,,W2M,
63,S1/2 26-12-2,884.7 to 886.4,3330  3331,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,SW 25-12-2,886.4 to 886.6,3332,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,SE 26-12-2,886.15 to 886.19,3331,Wetland Class Overall: III Wetland Class on construction right-of-way: N/A 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: N/A – Wetland is cultivated.,--,Resolved,None.,,W2M,
63,SE 26-12-2,886.20 to 886.20,3331,Wetland Class Overall: III Wetland Class on construction right-of-way: N/A 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: N/A – Wetland is cultivated.,--,Resolved,None.,,W2M,
63,NW 24-12-2 to NW 19-12-1,886.6 to 889.0,3333 3334 3335,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of lamb's-quarters and foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,NW 24-12-2,887.30 to 887.40,3333,Wetland Class Overall: V Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,"Health: Healthy with Problems (65%) Weeds: perennial sow-thistle, bull thistle, creeping thistle, lamb’s-quarters No baseline data to compare health status",--,Unresolved,Monitor in 2012.,,W2M,
63,NE 24-12-2,888.05,3334,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,NW 19-12-1,888.1,3335,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,NE 19-12-1 to SW 20-12-1,889.0 to VD 0.8,3336 3337 3338,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,SE 19-12-1,889.8,3337,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in summer 2011.,Resolved,None.,,W2M,
63,3-20-12-1,VD 0.3,3338,UTopography – Steep Slopes Soils – Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,W2M,
63,NW 17-12-1 to NE 17-12-1,VD 0.8 to 891.5,3340.01 3341 3341.01 3341.02,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"Moderate density of lamb's-quarters, annual sow-thistle and foxtail barley observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,NE 17-12-1,891.50 to 891.55,3341/ 3341.01/ 3341.02,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with problems (70%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (79%).,--,Resolved,None.,,W2M,
63,N1/2 16-12-1,891.6 to 893.3,3342  3343,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"Moderate density of lamb's-quarters, creeping thistle and foxtail barley observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,NW 16-12-1,891.80 to 892.15,3342,Wetland Class Overall: V Wetland Class on construction right-of-way: V 2008 Health: Healthy with problems (77%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (89%).,--,Resolved,None.,,W2M,
63,NW 16-12-1,892.98 to 893.22,3343,Wetland Class Overall: V Wetland Class on construction right-of-way: III 2008 Health: Healthy (90%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (89%).,--,Resolved,None.,,W2M,
63,SW 15-12-1,893.4 to 894.3,3345,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,SW 15-12-1,894.01 to 894.01,,Wetland Class Overall: N/A Wetland Class on construction right-of-way: N/A 2008 Health: Healthy with Problems (65%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: N/A – Wetland is cultivated.,--,Resolved,None.,,W2M,
63 to 64,SE 15-12-1 to  SW 14-12-1,894.3 to 895.4,3346  3347,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of lamb’s-quarters and creeping thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
63,SE 15-12-1,894.35,3346,Vegetation - Establishment,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
63,SE 15-12-1,894.44 to 894.49,3346,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy with Problems (74%) Weeds: perennial sow-thistle No baseline data to compare health status,--,Unresolved,Monitor in 2012.,,W2M,
64,N1/2 11-12-1,895.4 to 897.0,3348  3349,Soils – Wind Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
64,N1/2 11-12-1,895.4 to 897.0,3348  3349,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of foxtail barley and creeping thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
64,NW 11-12-1,895.6,3348,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants located. Tree cover removed.,--,Unresolved,Monitor in 2012.,,W2M,
64,NW 11-12-1,895.63 to 895.73,3348,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: Healthy with Problems (65%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy with Problems (67%).,--,Resolved,None.,,W2M,
64,NW 11-12-1,895.83 to 895.90,3348,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,"Health: Healthy with Problems (72%) Weeds: creeping thistle, perennial sow-thistle, lamb’s-quarters Vegetation off construction right-of-way shows evidence of altered water levels  No baseline data to compare health status",--,Unresolved,Monitor in 2012.,,W2M,
64,NW 11-12-1,895.93 to 895.98,3348,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy with Problems (75%),--,Resolved,None.,,W2M,
64,NE 11-12-1,896.2,3349,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,Four plants in two groups of two observed at transplant site. One group is from the existing population. The other is a new population at the transplant site.,--,Unresolved,Monitor in 2012.,,W2M,
64,NE 11-12-1,896.4,3349,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants observed in transplant site. Two plants found in original location.,--,Unresolved,Monitor in 2012.,,W2M,
64,9-11-12-1,896.8,3349,UTopography – Steep Slopes Soils – Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,W2M,
64,NW 12-12-1,897.0 to 897.3,3350,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of foxtail barley and creeping thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
64,SW 12-12-1,897.3 to 897.9,3351,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W2M,
64,SW 12-12-1,897.42 to 897.55,3351,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: Healthy with problems (79%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (95%).,--,Resolved,None.,,W2M,
64,SE 12-12-1,898.00 to 898.10,3352/ 3352.01,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (80%).,--,Resolved,None.,,W2M,
64,SE 12-12-1,897.9 to 898.8,3352  3352.01,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of creeping thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W2M,
64,SE 12-12-1,898.5,3352  3352.01,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants located. Site has been altered by construction with shade removed. Plant unlikely to have survived so no re-visit is necessary.,--,Resolved,None.,,W2M,
64,SE 12-12-1,898.64,3352  3352.01,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants located. Some flooding.,--,Unresolved,Monitor in 2012.,,W2M,
64,SE 1-12-34 to SW 6-12-33,898.8 to 899.9,3353  3354  3355,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,SE 1-12-34,898.8,3353,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants located at receiving site.,--,Unresolved,Monitor in 2012.,,WPM,
64,SE 1-12-34,899.2,3353,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants located at receiving site.,--,Unresolved,Monitor in 2012.,,WPM,
64,N1/2 31-11-33,900.1 to 901.3,3356  3357,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,SE 32-11-33,902.2,3360,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,SE 32-11-33,902.2 to 903.0,3360  3360.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,SW 32-11-33,902.00 to 902.05,3359,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy with Problems (68%) Weeds: bladder campion Bare ground on construction right-of-way No baseline data to compare health status,--,Unresolved,Monitor in 2012.,,WPM,
64,SE 32-11-33,902.17 to 902.24,3360/ 3360.01,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Unhealthy (58%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (96%).,--,Resolved,None.,,WPM,
64,SW 33-11-33,903.0,3361,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of false ragweed and foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64,SW 33-11-33,903.0 to 903.1,3361,UTopography – Steep Slopes Soils – Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,Poor vegetation establishment and minor rill erosion observed on the east bank on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Unresolved,Monitor in 2012.,,WPM,
64,SW 33-11-33,903.3 to 903.9,3362,Soils - Admixing,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,SW 33-11-33,903.3 to 903.9,3362,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of false ragweed and foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64,NE 28-11-33,904.0 to 904.7,3364,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,NW 27-11-33,904.7 to 905.6,3365,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64,NE 27-11-33,905.6 to 906.1,3366,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,NE 27-11-33,906.1,3366,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"Moderate density of false ragweed, foxtail barley and common peppergrass observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64,SE 27-11-33 to SE 26-11-33,906.1 to 907.7,3367 3368 3369,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"Moderate density of false ragweed, foxtail barley and creeping thistle observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64,4-26-11-33,907.1,3368,LTopography – Steep Slopes Soils – Wind and Water Erosion Water Quality and Quantity Fish and Fish Habitat ittle Pipestone Creek,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
64,NE 23-11-33,907.7,3370,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of false ragweed and foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64,NE 23-11-33,908.3,3370.02,Soils - Admixing,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,NW 24-11-33,908.95 to 909.00,3371/ 3371.01,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (96%).,--,Resolved,None.,,WPM,
64,NW 24-11-33,908.4 to 909.4,3371  3371.01,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
64,NW 24-11-33,908.4 to 909.4,3371  3371.01,Vegetation - Weeds,--,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
65,SE 24-11-33,909.76 to 909.86,3373/ 3373.01,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (88%).,--,Resolved,None.,,WPM,
64 to 65,SE 24-11-33,909.5 to 910.3,3373  3373.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
64 to 65,SE 24-11-33,909.5 to 910.2,3373  3373.01,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,SW 19-11-32,910.3 to 911.2,3374,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,SW 19-11-32,910.45 to 910.45,3374,Wetland Class Overall: III Wetland Class on construction right-of-way: N/A 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (88%),--,Resolved,None.,,WPM,
65,SW 19-11-32,911.15 to 911.25,3374,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,"Health: Healthy with Problems (77%) Weeds: creeping thistle, scentless chamomile Landowner has cultivated wetland margins No baseline data to compare health status",--,Unresolved,Monitor in 2012.,,WPM,
65,SE 19-11-32,911.3,3375,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,27 plants located in a 6 m (east/west) by 2 m (north/south)area.,--,Resolved,None.,,WPM,
65,NE 18-11-32,911.3,3375.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,NE 18-11-32,912.1,3376,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,NE 18-11-32,912.08 to 912.18,3375.01/ 3376,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Unhealthy (49%) Weeds: creeping thistle Bare ground on construction right-of-way No baseline data to compare health status,--,Unresolved,Monitor in 2012.,,WPM,
65,SW 16-11-32,913.9,3380,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,SE 16-11-32,915.2,3382,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,NW 10-11-32 to SE 10-11-32,F 0.0 to  F 2.0,3384 3385.01 3385,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,SE 10-11-32,F 1.1 to F 1.3,3385,Vegetation – Weeds Land and Resource Use - organic farm,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,SW 11-11-32,F 2.00 to F 2.10,3386.02,Wetland Class Overall: IV Wetland Class on construction right-of-way: V 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (80%).,--,Resolved,None.,,WPM,
65,SW 11-11-32 to NW 2-11-32,F 2.0 to F 3.0,3386.02 3388.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
65,NE 2-11-32,F 3.0 to  F 3.9,3388,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,NE 2-11-32,F 3.0 to  F 3.9,3388,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65,NW 1-11-32 to SE 1-11-32,F 3.9 to F 5.7,3389 3389.01 3390.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,Weeds sprayed in fall 2011.,Unresolved,Monitor in 2012.,,WPM,
65,SE 1-11-32 to NE 35-10-32,F 4.9 to F 6.5,3390.01 3390.02 3390.03,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
65 to 66,NE 35-10-32 to NW 28-10-31,F 5.7 to 928.2,3390.03 to 3402.02,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of foxtail barley and false ragweed observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
65,NW 31-10-31,924.35 to 924.45,3396/ 3396.01/ 3396.99,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (80%).,--,Resolved,None.,,WPM,
66,NE 31-10-31,924.95 to 925.05,3397/ 3397.01/ 3397.02,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,"Health: Healthy with Problems (75%) Weeds: creeping thistle, annual sow-thistle Minimal woody vegetation regeneration No baseline data to compare health status",--,Unresolved,Monitor in 2012.,,WPM,
66,SE 31-10-31,925.37 to 925.47,3398,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (92%).,--,Resolved,None.,,WPM,
66,NE 29-10-31,927.00 to 927.04,3401/ 3401.01/ 3401.02,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (67%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (81%).,--,Resolved,None.,,WPM,
66,NW 28-10-31,927.3,3402,Soils - Admixing,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,NW 28-10-31,927.40 to 927.40,3402/ 3402.01/ 3402.02,Wetland Class Overall: III Wetland Class on construction right-of-way: N/A 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: N/A – Wetland is cultivated.,--,Resolved,None.,,WPM,
66,NW 28-10-31,928.00 to 928.10,3402/ 3402.01/ 3402.02,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (74%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy with Problems (70%).,--,Resolved,None.,,WPM,
66,NE 28-10-31 to SE 28-10-31,928.2 to 929.1,3403 3403.01 3404 3404.01 3404.02,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,SW 27-10-31 to SE 19-10-30,929.1 to 936.0,3405 to 3414,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,SW 27-10-31 to SE 27-10-31,929.1 to 930.6,3405 3405.01 3406 3406.01,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,NW 23-10-31 to SW 24-10-31,930.6 to 933.5,3408  to 3411,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate to high density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
66,NW 23-10-31,931.27 to 931.37,3408/ 3408.01,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (80%).,--,Resolved,None.,,WPM,
66,9-23-10-31,932.3,3409,JSoils - Wind and Water Erosion Water Quality and Quantity ackson Creek,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,SW 24-10-31,933.24 to 933.28,3411,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: Unhealthy (44%),Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy with Problems (71%).,--,Resolved,None.,,WPM,
66,SE 24-10-31 to SW 19-10-30,933.5 to 935.2,3412  3413,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,7-24-10-31,933.8,3412,USoils - Wind and Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Unresolved,Monitor grass growth in 2012.,,WPM,
66,SW 19-10-30,934.82 to 934.82,3413,Wetland Class Overall: III Wetland Class on construction right-of-way: N/A 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Wetland avoided during construction.,--,Resolved,None.,,WPM,
66,SE 19-10-30 to  NE 18-10-30,935.2 to 936.1,3414  3414.99,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
66,SE 19/ NE 18-10-30,936.00 to 936.10,3141/ 3141.99,Wetland Class Overall: IV Wetland Class on construction right-of-way: IV 2008 Health: No baseline assessment completed,Final clean-up not complete at time of 2010 ground reconnaissance.,Health: Healthy (92%).,--,Resolved,None.,,WPM,
